Problem,Solution
thirty plus fifteen,forty five
forty plus fifty eight,ninety eight
seventy five plus forty six,one hundred and twenty one
sixty eight plus forty six,one hundred and fourteen
fifty one plus sixty eight,one hundred and nineteen
eighty plus sixty nine,one hundred and forty nine
ninety two plus forty eight,one hundred and forty
fifty three plus seventy two,one hundred and twenty five
ninety one plus twenty four,one hundred and fifteen
sixty three plus twenty six,eighty nine
eighty three plus eighty four,one hundred and sixty seven
forty two plus fifty two,ninety four
thirty eight plus seventy one,one hundred and nine
sixty two plus sixty seven,one hundred and twenty nine
fifty seven plus two,fifty nine
eight plus sixty three,seventy one
sixty four plus fifty four,one hundred and eighteen
twenty one plus eighty four,one hundred and five
ninety one plus sixty six,one hundred and fifty seven
eighteen plus sixty six,eighty four
fifty three plus ninety three,one hundred and forty six
eighty four plus forty three,one hundred and twenty seven
fifty four plus ninety seven,one hundred and fifty one
seventeen plus twenty six,forty three
seventy one plus forty four,one hundred and fifteen
fifteen plus twenty seven,forty two
two plus eighty one,eighty three
sixty six plus one hundred,one hundred and sixty six
fifty three plus seventy,one hundred and twenty three
fifty nine plus ninety one,one hundred and fifty
fifty four plus ninety five,one hundred and forty nine
thirty six plus ninety five,one hundred and thirty one
twelve plus twenty two,thirty four
ninety four plus nineteen,one hundred and thirteen
seventy plus eighty six,one hundred and fifty six
twenty eight plus forty nine,seventy seven
thirty seven plus eighty,one hundred and seventeen
thirty six plus thirty five,seventy one
eighty four plus sixty two,one hundred and forty six
sixty plus seventy six,one hundred and thirty six
thirty seven plus seventy five,one hundred and twelve
ten plus one,eleven
eight plus thirteen,twenty one
eighty seven plus thirty two,one hundred and nineteen
forty four plus seventeen,sixty one
seventy one plus twenty six,ninety seven
eighty eight plus fourteen,one hundred and two
thirty five plus eleven,forty six
ninety one plus fifty two,one hundred and forty three
fifty seven plus eighty nine,one hundred and forty six
seven plus forty seven,fifty four
seventy three plus fifteen,eighty eight
thirty five plus thirty six,seventy one
twenty plus one hundred,one hundred and twenty
sixty seven plus ninety three,one hundred and sixty
four plus seventy five,seventy nine
ninety plus eighty five,one hundred and seventy five
seventy nine plus eight,eighty seven
two plus forty five,forty seven
eight plus eighty five,ninety three
fifteen plus nineteen,thirty four
twenty three plus twenty three,forty six
sixty plus forty three,one hundred and three
four plus ninety six,one hundred
seventy five plus ninety one,one hundred and sixty six
ten plus ninety three,one hundred and three
twelve plus thirty,forty two
eighty nine plus forty nine,one hundred and thirty eight
seven plus eighteen,twenty five
forty two plus fifty eight,one hundred
eighty five plus fifty five,one hundred and forty
fifty seven plus sixty eight,one hundred and twenty five
fifty nine plus thirty nine,ninety eight
twenty nine plus seventy one,one hundred
seventy nine plus twenty seven,one hundred and six
forty three plus twenty six,sixty nine
twenty nine plus one,thirty
fifty two plus ninety three,one hundred and forty five
one hundred plus sixty one,one hundred and sixty one
four plus eleven,fifteen
fifty four plus thirty,eighty four
sixty eight plus twenty,eighty eight
forty three plus eighty seven,one hundred and thirty
ninety plus eleven,one hundred and one
eighty four plus twenty seven,one hundred and eleven
twenty five plus forty seven,seventy two
ninety plus fifty three,one hundred and forty three
seventy three plus twenty five,ninety eight
seventy seven plus nineteen,ninety six
sixteen plus twenty one,thirty seven
one plus five,six
sixty nine plus seventy four,one hundred and forty three
fifty one plus forty one,ninety two
twenty six plus seventy five,one hundred and one
ninety two plus ninety four,one hundred and eighty six
forty five plus thirty eight,eighty three
one hundred plus nine,one hundred and nine
seventy eight plus eighty two,one hundred and sixty
forty eight plus fifty eight,one hundred and six
thirty four plus forty nine,eighty three
sixty one plus sixty three,one hundred and twenty four
forty three plus ninety seven,one hundred and forty
nineteen plus fifty four,seventy three
thirty nine plus ten,forty nine
eighty three plus thirty seven,one hundred and twenty
thirty plus fifty nine,eighty nine
seventy five plus ninety eight,one hundred and seventy three
ninety seven plus twenty seven,one hundred and twenty four
fifty six plus ten,sixty six
twenty five plus ninety three,one hundred and eighteen
twenty eight plus sixty,eighty eight
sixty one plus seventy one,one hundred and thirty two
ninety three plus ninety one,one hundred and eighty four
thirty one plus fifty,eighty one
seventy nine plus sixty eight,one hundred and forty seven
sixty two plus seventy two,one hundred and thirty four
forty seven plus ninety six,one hundred and forty three
fifty six plus thirty five,ninety one
forty four plus sixty one,one hundred and five
fifty three plus twenty three,seventy six
sixty eight plus forty five,one hundred and thirteen
ninety seven plus fifty three,one hundred and fifty
twenty five plus eighty two,one hundred and seven
fifty one plus fifty seven,one hundred and eight
sixty one plus forty eight,one hundred and nine
twenty one plus fifty five,seventy six
twenty one plus six,twenty seven
five plus seventy three,seventy eight
twenty six plus thirty seven,sixty three
forty nine plus thirty nine,eighty eight
seven plus eighty eight,ninety five
seventy three plus forty nine,one hundred and twenty two
thirty plus twenty,fifty
thirty plus five,thirty five
twenty five plus twenty seven,fifty two
fifteen plus ninety seven,one hundred and twelve
sixty five plus sixty three,one hundred and twenty eight
fifty one plus twenty four,seventy five
twelve plus ninety three,one hundred and five
fifty one plus fifty eight,one hundred and nine
eighty six plus ninety six,one hundred and eighty two
ten plus seventy,eighty
eighty nine plus eighty two,one hundred and seventy one
forty five plus fifty,ninety five
eighty nine plus sixty four,one hundred and fifty three
eighty six plus forty five,one hundred and thirty one
eighty nine plus sixty seven,one hundred and fifty six
thirteen plus sixty seven,eighty
seventy seven plus ninety two,one hundred and sixty nine
eighty one plus eighty two,one hundred and sixty three
sixty two plus seventy one,one hundred and thirty three
eighty three plus sixty one,one hundred and forty four
sixty nine plus fifty nine,one hundred and twenty eight
four plus sixteen,twenty
seventeen plus forty five,sixty two
sixteen plus forty seven,sixty three
eighty three plus four,eighty seven
sixteen plus fifty,sixty six
nine plus fifty five,sixty four
sixty two plus sixty nine,one hundred and thirty one
eighty six plus eight,ninety four
nineteen plus seventy eight,ninety seven
ninety plus ninety two,one hundred and eighty two
three plus two,five
ninety plus eighty nine,one hundred and seventy nine
ninety plus seventy,one hundred and sixty
sixteen plus eighty three,ninety nine
seventy nine plus fifteen,ninety four
thirty eight plus thirty three,seventy one
ninety eight plus fifty five,one hundred and fifty three
eighty three plus thirteen,ninety six
forty seven plus forty nine,ninety six
fifty seven plus twenty nine,eighty six
fifteen plus twenty,thirty five
eighty seven plus eighty nine,one hundred and seventy six
seventy four plus forty eight,one hundred and twenty two
twenty one plus seventeen,thirty eight
six plus twenty three,twenty nine
forty six plus thirty seven,eighty three
seventy nine plus seventy five,one hundred and fifty four
thirty nine plus fifteen,fifty four
fifty three plus eighty seven,one hundred and forty
twenty four plus thirty eight,sixty two
ninety plus sixty,one hundred and fifty
sixty six plus thirty nine,one hundred and five
seventy six plus two,seventy eight
thirty one plus fifty five,eighty six
sixteen plus eighty nine,one hundred and five
forty one plus eighty seven,one hundred and twenty eight
forty two plus seventy four,one hundred and sixteen
sixteen plus ninety one,one hundred and seven
five plus five,ten
nineteen plus seventy two,ninety one
seven plus seventy three,eighty
forty five plus forty four,eighty nine
seventy nine plus twelve,ninety one
one plus eighty five,eighty six
six plus fifty,fifty six
eighty seven plus seventeen,one hundred and four
thirty five plus seventy seven,one hundred and twelve
forty plus sixty six,one hundred and six
ninety five plus thirty two,one hundred and twenty seven
one hundred plus thirty six,one hundred and thirty six
forty three plus forty eight,ninety one
sixteen plus four,twenty
sixty four plus seventy five,one hundred and thirty nine
seventy plus twenty seven,ninety seven
seventy seven plus twenty nine,one hundred and six
fifty two plus eighty nine,one hundred and forty one
eighty six plus ninety two,one hundred and seventy eight
eighty three plus eighty nine,one hundred and seventy two
ninety four plus fifty,one hundred and forty four
seventy one plus twenty one,ninety two
one plus fifty nine,sixty
eighty plus forty three,one hundred and twenty three
forty three plus forty six,eighty nine
twenty two plus fifteen,thirty seven
eighty one plus two,eighty three
sixty four plus eighty three,one hundred and forty seven
thirty seven plus forty,seventy seven
forty three plus forty three,eighty six
eighty eight plus four,ninety two
seventy five plus twenty one,ninety six
seventy seven plus thirty eight,one hundred and fifteen
sixteen plus forty two,fifty eight
ninety nine plus sixty four,one hundred and sixty three
sixty seven plus twelve,seventy nine
seventy nine plus fifty,one hundred and twenty nine
fifty nine plus eighteen,seventy seven
fifty nine plus fifty three,one hundred and twelve
twenty nine plus sixty nine,ninety eight
seventy eight plus eighty,one hundred and fifty eight
